article	aid	url	img	iid	hashvalue	title	text	nImpressions	nRecs	nClicks	imgFile
514199358	125467	https://www.ksta.de/sport/mix/michael-kraus-verlaesst-tvb-stuttgart-32021280	https://www.ksta.de/image/32021278/2x1/300/150/19f4a0303f0575ccefcdaf8adb4dfa76/Sp/urn-newsml-dpa-com-20090101-190211-99-938723-large-4-3.jpg	126106		Michael Kraus verlässt TVB Stuttgart	Der frühere Handball-Weltmeister Michael Kraus wird den Bundesligisten TVB Stuttgart zum Saisonende verlassen. Nach drei Jahren werde der im Sommer auslaufende Vertrag nicht verlängert, teilte der Bundesligist mit.Wie seine Zukunft aussehen wird, ließ Kra	2	0	0	3202127819f4a0303f0575ccefcdaf8adb4dfa76Sp.jpg
514201429	125469	https://www.ksta.de/sport/fussball/zeiglers-wunderbare-welt-des-fussballs-entfallene-sendung-online-abrufbar-32021306	https://www.ksta.de/image/32021448/2x1/300/150/4a64c1a5a2ba45c8cca1933c1ee389ba/Gn/zeigler-arnd--1-.jpg	126108		Entfallene Sendung online abrufbar	Wie an Spieltagen üblich sollte auch am Sonntag (10. Februar) um 22.15 Uhr die Sendung „Zeiglers wunderbare Welt des Fußballs“ im WDR ausgestrahlt werden. In dieser beschäftigt sich Moderator Arnd Zeigler oftmals satirisch mit den Geschehnissen in der Fuß	25	0	0	320214484a64c1a5a2ba45c8cca1933c1ee389baGn.jpg
514203568	125475	https://www.ksta.de/man-united-gegen-psg--tuchels-sorgen-sind-solskjaers-chance-32021504	https://www.ksta.de/image/32021500/2x1/300/150/b59190f255c9b95d63b11395ebaadcce/oe/urn-newsml-dpa-com-20090101-190211-99-939086-large-4-3.jpg	126114		Man United gegen PSG: Tuchels Sorgen sind Solskjaers Chance	Thomas Tuchel gehen die Spieler aus. Der Trainer von Paris Saint-Germain bangt vor dem Champions-League-Achtelfinale gegen Manchester United um den nächsten Leistungsträger. Der Uruguayer Edinson Cavani leidet unter einer Hüftverletzung.„Ja, wir haben ech	2	0	0	32021500b59190f255c9b95d63b11395ebaadcceoe.jpg
514204771	125476	https://www.ksta.de/kultur/berlinale-film--light-of-my-life----unaufgeregte-apokalypse-32021582	https://www.ksta.de/image/32021600/2x1/300/150/19f8e5a6a8ea6a3a98076a5140072c83/Ib/casey-affleck-und-anna-pniowsky.jpg	126115		„Light of my Life“ – Unaufgeregte Apokalypse	Frauen gibt es nicht mehr. Nicht in der Welt von Casey Afflecks „Light of my Life”, und das schon seit einigen Jahren. Warum? Es gab wohl einen mysteriösen Virus, aber das ist nicht wichtig. In der Postapokalypse ist nur noch wenig wichtig – zum Beispiel,	54	0	0	3202160019f8e5a6a8ea6a3a98076a5140072c83Ib.jpg
514205426	125477	https://www.ksta.de/sport/fussball/nach-drei-verpassten-spielen-manuel-neuer-glaubt-an-einsatz-gegen-liverpool-32021584	https://www.ksta.de/image/32021628/2x1/300/150/9982a5fcc98b06736a659b534525adc2/sL/manuel-neuer-liverpool.jpg	126116		Manuel Neuer glaubt an Einsatz gegen Liverpool	Nationaltorhüter Manuel Neuer wird dem deutschen Fußball-Rekordmeister Bayern München im Achtelfinal-Hinspiel der Champions League beim FC Liverpool (19. Februar) aller Voraussicht nach zur Verfügung stehen.widget„Wir sind alle positiv. Ich denke, ich wer	10	0	0	320216289982a5fcc98b06736a659b534525adc2sL.jpg
514206403	125479	https://www.ksta.de/sport/fussball/nach-transfer-zum-fc-barcelona--boateng-ueberweist-geld-an-fan-32021610	https://www.ksta.de/image/32021724/2x1/300/150/c572e2e85a948a65ca88ee98bf33a829/Wn/princeboateng.jpg	126118		Boateng überweist Geld an Fan	Was als Scherz begann, ist für einen Fan von Fußballstar Kevin Prince Boateng überraschend zu freudiger Realität geworden: Der Mann wurde von seinem großen Idol nach einer Anfrage auf Instagram tatsächlich mit Geld entschädigt. „Er ist ein echter Gentlema	47	0	0	32021724c572e2e85a948a65ca88ee98bf33a829Wn.jpg
514207651	125481	https://www.ksta.de/sport/mix/beim-skifahren--olympiasieger-reinelt-mit-30-jahren-gestorben-32021766	https://www.ksta.de/image/32021828/2x1/300/150/ec37a0fac91444b7e52c70e4f63a5c7b/th/maximilanreinelt.jpg	126120		Olympiasieger Reinelt mit 30 Jahren gestorben	Ruder-Olympiasieger Maximilian Reinelt ist im Alter von nur 30 Jahren beim Skifahren ums Leben gekommen. Das teilte das Team Deutschland-Achter mit. Der gebürtige Ulmer starb demnach am Sonntag in St. Moritz. Reinelt war 2012 in London mit dem Achter Olym	150	3	0	32021828ec37a0fac91444b7e52c70e4f63a5c7bth.jpg
514207770	125482	https://www.ksta.de/sport/mix/achter-ruderer-reinelt-beim-skifahren-gestorben-32022098	https://www.ksta.de/image/32022096/2x1/300/150/6bedd0cb6de076518288237b968cdb13/CV/urn-newsml-dpa-com-20090101-190211-99-939642-large-4-3.jpg	126121		Achter-Ruderer Reinelt beim Skifahren gestorben	Im Alter von 30 Jahren ist Ruder-Olympiasieger Maximilian Reinelt am Sonntag beim Skifahren im Schweizer St. Moritz gestorben. Das teilte der in Dortmund ansässige Deutschlandachter am Montag mit. Die Todesursache ist noch nicht bekannt.Der gebürtige Ulme	21	3	1	320220966bedd0cb6de076518288237b968cdb13CV.jpg
514207795	125483	https://www.ksta.de/ratgeber/reise/jeep-safari--genusswandern-was-wirklich-hinter-floskeln-der-tourismus-werbung-steckt-31966634	https://www.ksta.de/image/31966756/2x1/300/150/1dfd3c995a4640e9350b5119127557d7/YU/jeep-safari-auf-kreta.jpg	126122		Was wirklich hinter Floskeln der Tourismus-Werbung steckt	Reiseveranstalter und Tourismusbüros überbieten sich mit Jubelbegriffen und Floskeln, die schöne und aufregende Erlebnisse verheißen. Doch oft verschleiern die Worte nur banale Aktivitäten. widgetBei diesen Reizworten in Reisekatalogen und Werbebroschüren	94	0	0	319667561dfd3c995a4640e9350b5119127557d7YU.jpg
514209308	125484	https://www.ksta.de/nrw/ruder-olympiasieger-stirbt-beim-skifahren-in-st--moritz-32022146	https://www.ksta.de/image/32022144/2x1/300/150/54afe2a950973cdc1ac57c4c5a9fecd0/fm/urn-newsml-dpa-com-20090101-190211-99-939907-large-4-3.jpg	126123		Ruder-Olympiasieger stirbt beim Skifahren in St. Moritz	Im Alter von 30 Jahren ist Ruder-Olympiasieger Maximilian Reinelt am Sonntag beim Skifahren im Schweizer St. Moritz gestorben. Das teilte der in Dortmund ansässige Deutschlandachter am Montag mit. Die Todesursache ist noch nicht bekannt.Der gebürtige Ulme	2	17	0	3202214454afe2a950973cdc1ac57c4c5a9fecd0fm.jpg
514210634	125486	https://www.ksta.de/sport/fussball/fc-bayern-muss-15-000-euro-geldstrafe-zahlen-32022296	https://www.ksta.de/image/32022294/2x1/300/150/ac242b7e5d2b3b89756ae2dc985fb6a0/Qa/urn-newsml-dpa-com-20090101-190211-99-940105-large-4-3.jpg	126125		FC Bayern muss 15.000 Euro Geldstrafe zahlen	Der Rekordmeister FC Bayern München ist vom DFB-Sportgericht wegen unsportlichen Verhaltens der Fans mit einer Geldbuße von 15.000 Euro bestraft worden.Wie der Deutsche Fußball-Bund am Montag mitteilte, hatten Anhänger aus dem Münchner Zuschauerblock vor	2	0	0	32022294ac242b7e5d2b3b89756ae2dc985fb6a0Qa.jpg
514212865	125487	https://www.ksta.de/panorama/hartmut-engler-will-analphabeten-helfen-32022512	https://www.ksta.de/image/32022510/2x1/300/150/61b0ce7ccb907f8acdb170965942e957/Df/urn-newsml-dpa-com-20090101-190211-99-940411-large-4-3.jpg	126126		Hartmut Engler will Analphabeten helfen	Der Sänger Hartmut Engler (57) will Analphabeten dazu motivieren, lesen und schreiben zu lernen. „Mich hat es echt erschlagen, dass es in Baden-Württemberg fast eine Million Erwachsene gibt, die nicht richtig lesen und schreiben können”, sagte Engler am M	3	0	0	3202251061b0ce7ccb907f8acdb170965942e957Df.jpg
514218559	125492	https://www.ksta.de/sport/fussball/fc-legende-bernd-schuster-verliert-trainerposten-in-china-32022926	https://www.ksta.de/image/32022972/2x1/300/150/4a22233478129424c4bb0b16e005c8ab/RS/schuster-bernd.jpg	126131		Bernd Schuster verliert Trainerposten in China	Der frühere FC-Profi und Europameister von 1980, Bernd Schuster (59), ist nicht mehr Trainer des chinesischen Erstligisten Dalian Yifang. Wie der Klub am Montag mitteilte, beerbt der Südkoreaner Choi Kang-Hee Schuster als Coach.widgetSchuster hatte sein A	28	0	0	320229724a22233478129424c4bb0b16e005c8abRS.jpg
514220536	125496	https://www.ksta.de/region/rhein-berg-oberberg/overath/haessliche-bauluecke-stadtentwicklung-overath-hofft-auf-zuegige-entscheidung-der-politik-32021076	https://www.ksta.de/image/32023012/2x1/300/150/eba772fc70c36b6a250b2b40a9c21c1e/XL/bauluecke-overath-hauptstrasse-87.jpg	126135		Stadtentwicklung Overath hofft auf zügige Entscheidung der Politik	Nach der Präsentation zweier alternativer Gestaltungsvorschläge für das städtische Grundstück Hauptstraße 87 in der Overather Innenstadt hofft die Stadtentwicklungsgesellschaft Overath (Sego) auf eine zügige Entscheidung der Politik. „Ich fürchte allerdin	157	1	0	32023012eba772fc70c36b6a250b2b40a9c21c1eXL.jpg
514222894	125499	https://www.ksta.de/sport/fussball/-ein-torwart-wie-eine-kathedrale---ter-stegen-begeistert-32023038	https://www.ksta.de/image/32023036/2x1/300/150/ac70284348e05369d6a4d2b3fe75c200/OA/urn-newsml-dpa-com-20090101-190211-99-941278-large-4-3.jpg	126138		„Ein Torwart wie eine Kathedrale”: Ter Stegen begeistert	Nach dem glücklichen 0:0-Remis des spanischen Tabellenführers FC Barcelona bei Athletic Bilbao ist der deutsche Torhüter Marc-André ter Stegen von Teamkollegen und Medien mit Lob überschüttet worden.Der 26-Jährige hatte die Katalanen mit zwei hervorragend	4	0	0	32023036ac70284348e05369d6a4d2b3fe75c200OA.jpg
514225245	125501	https://www.ksta.de/koeln/innenstadt/schlaegerei-am-friesenplatz-betrunkener-will-polizist-dienstwaffe-entreissen-32023034	https://www.ksta.de/image/31881344/2x1/300/150/eb11c88e9b82cc3070fe3cd6d969bdb6/gh/polizei-koel-rust--4-.jpg	126140		Betrunkener will Polizist Dienstwaffe entreißen	Ein 24 Jahre alter Troisdorfer hat am Sonntagmorgen um 7.45 Uhr versucht, einem Polizisten auf dem Friesenplatz die Dienstwaffe aus dem Holster zu ziehen. Die Polizei nahm den Mann fest.Zuvor hatte der Mann sich vor den Augen der Beamten mit einem 19-Jähr	197	0	0	31881344eb11c88e9b82cc3070fe3cd6d969bdb6gh.jpg
514229097	125505	https://www.ksta.de/sport/fussball/kommentar-vereine-tappen-in-die-falle-purer-groesse-32023286	https://www.ksta.de/image/32023364/2x1/300/150/728199ac083a04692e0cf4ec711e41b0/tM/reschke-michael.jpg	126144		Vereine tappen in die Falle purer Größe	Seit vielen Jahren erlebt die Fußball-Bundesliga das Phänomen, dass zumindest ein großer Verein in Bedrängnis gerät und Gefahr läuft, in die Zweite Liga abzusteigen. Vergangeges Jahr waren es sogar zwei Klubs, wie die aktuelle Tabelle der Zweiten Liga mit	67	1	0	32023364728199ac083a04692e0cf4ec711e41b0tM.jpg
514232008	125508	https://www.ksta.de/region/euskirchen-eifel/bad-muenstereifel/rupperath-unbekannte-brechen-in-wohnhaus-ein-und-legen-feuer-32023292	https://www.ksta.de/image/32023480/2x1/300/150/d8727c70d5218012e6283cd38b214dce/ao/einbruch-dpa.jpg	126147		Unbekannte brechen in Wohnhaus ein und legen Feuer	Unbekannte sind in ein unbewohntes Einfamilienhaus am Harscheider Weg eingebrochen und haben dort versucht im Wohnzimmer ein Feuer zu legen. Nach Polizeiangaben war die Eigentümerin Mitte Januar das letzte Mal am Haus. Als sie am Samstagmorgen das Wohnhau	269	0	0	32023480d8727c70d5218012e6283cd38b214dceao.jpg
514233896	125509	https://www.ksta.de/kultur/christian-bale-mutet-seinem-koerper-fuer-rollen-einiges-zu-32023602	https://www.ksta.de/image/32023600/2x1/300/150/af13cbd7cbc9c75dcb926b3e81f90724/ft/urn-newsml-dpa-com-20090101-190211-99-942217-large-4-3.jpg	126148		Christian Bale mutet seinem Körper für Rollen einiges zu	Der Oscar-Preisträger Christian Bale weiß, dass er seinem Körper für seine Rollen so einiges abverlangt. „Er schreit ganz laut auf. Du wirst bald sterben, wenn du so weitermachst”, sagte der 45-Jährige am Montag bei der Vorstellung der Politsatire „Vice”	2	1	0	32023600af13cbd7cbc9c75dcb926b3e81f90724ft.jpg
514234278	125510	https://www.ksta.de/region/rhein-erft/pulheim/i-nrw-fast-ausgestorben-120-feldhamster-sollen-bei-pulheim-ausgewildert-werden-32023566	https://www.ksta.de/image/32023630/2x1/300/150/84f824d3c4a1ffa6e8e1dcc9c8323343/dg/feldhamster.jpg	126149		120 Feldhamster sollen bei Pulheim ausgewildert werden	Rettungsaktion für den fast ausgestorbenen Feldhamster in Nordrhein-Westfalen: 120 Tiere aus einer Nachzucht sollen im Frühjahr in Pulheim ausgewildert werden, wie der Rhein-Erft-Kreis am Montag mitteilte. Sie sollen auf zwei fünf Hektar großen Flächen au	256	0	0	3202363084f824d3c4a1ffa6e8e1dcc9c8323343dg.jpg
514234764	125514	https://www.ksta.de/xing-betreiberfirma-benennt-sich-in-new-work-se-um-32020828	https://www.ksta.de/image/32020826/2x1/300/150/c3386468b1082610140eabcfccf8c662/nA/urn-newsml-dpa-com-20090101-190211-99-937743-large-4-3.jpg	126153		Xing-Betreiberfirma benennt sich in New Work SE um	Die Betreiberfirma hinter dem Karrierenetzwerk Xing will mit einem neuen Namen ihren Fokus auf eine neue Arbeitswelt der Zukunft betonen.Die Hamburger Xing SE benannte sich in New Work SE um, wie das Unternehmen mitteilte. Zuvor hatte die Website „t3n” da	2	0	0	32020826c3386468b1082610140eabcfccf8c662nA.jpg
514235798	125518	https://www.ksta.de/region/leverkusen/leichlingen/einsatz-am-vorster-wald-regionalbahn-48-rammt-auf-dem-gleis-liegenden-baum-32023590	https://www.ksta.de/image/32023778/2x1/300/150/a99fdf848f06f6db5a2609430f3ec961/VG/rb48-feuerwehr.jpg	126157		Regionalbahn 48 rammt auf dem Gleis liegenden Baum	Ein Zug von National Express ist Sonntagnacht auf der Strecke zwischen Opladen und Leichlingen in voller Fahrt gegen einen Baum geprallt, der beim Sturm auf die Gleise gestürzt war. Verletzt wurde bei der Kollision niemand, aber die beschädigte Regionalba	26	0	0	32023778a99fdf848f06f6db5a2609430f3ec961VG.jpg
514237400	125520	https://www.ksta.de/koeln/karneval-in-koeln/in-schieflage-geraten-koelner-karnevals-gesellschaften-bekommen-saele-nicht-voll-32017110	https://www.ksta.de/image/32017104/2x1/300/150/f362221a1c0a84e4d049933ecc9af1a3/Cy/71-143617432--null--10-02-2019-16-32-46-305-.jpg	126159		Kölner Karnevals-Gesellschaften bekommen Säle nicht voll	Die Tische im Gürzenich waren bis in die hinteren Reihen festlich eingedeckt, doch bei der Mädchensitzung der KG Lyskircher Junge blieb der komplette hintere Teil des Saales leer. So ähnlich hatte es auch schon im Vorjahr ausgesehen, aber diesmal hatte di	1502	10	1	32017104f362221a1c0a84e4d049933ecc9af1a3Cy.jpg
514237739	125521	https://www.ksta.de/sport/fussball/trotz-not-operation-19-jaehriger-union-fan-stirbt-nach-messerattacke-32023800	https://www.ksta.de/image/32023914/2x1/300/150/cd799db80c118ff34099c385ae702a04/Kh/union-fans.jpg	126160		19-jähriger Union-Fan stirbt nach Messerattacke	Ein Fan von Fußball-Zweitligist Union Berlin ist am Wochenende tödlich verletzt worden. Wie der Verein am Montag mitteilte, kam der 19 Jahre alte Union-Anhänger nach dem Heimspiel gegen den SV Sandhausen (2:0) am vergangenen Samstag auf einem Parkplatz im	21	0	0	32023914cd799db80c118ff34099c385ae702a04Kh.jpg
514239474	125523	https://www.ksta.de/region/leverkusen/leichlingen/kirchstrasse-diebe-versuchen-in-leichlingen-geldautomaten-aufzubrechen-32023850	https://www.ksta.de/image/31838032/2x1/300/150/ecb2114a38cd4688625ce89a7b226ba8/Pq/gesprengter-geldautomat.jpg	126162		Diebe versuchen in Leichlingen Geldautomaten aufzubrechen	Die Polizei fahndet nach Dieben, die in der Nacht zu Montag versucht haben, in Leichlingen einen Geldautomaten aufzubrechen. Bei der Tat sind die Ganoven offenbar gestört worden oder an dem Apparat gescheitert – sie flüchteten jedenfalls ohne Beute und hi	84	1	0	31838032ecb2114a38cd4688625ce89a7b226ba8Pq.jpg
514240794	125525	https://www.ksta.de/politik/rnd/sexuelle-gewalt--intrigen--rassismus-skandale-stuerzen-us-demokraten-in-tiefe-krise-32024132	https://www.ksta.de/image/32024168/2x1/300/150/752b02025eaf267cf4551c2f5ca936cd/xI/ralph-northam.jpg	126164		Skandale stürzen US-Demokraten in tiefe Krise	Gerade ein Jahr ist es her, dass seine Amtseinführung die Wiederbelebung der US-Demokraten nach dem Trump-Schock einleitete. Ralph Northam hatte mit tatkräftiger Unterstützung von Ex-Präsident Barack Obama die Gouverneurswahlen im zuvor republikanischen V	12	0	0	32024168752b02025eaf267cf4551c2f5ca936cdxI.jpg
514242355	125527	https://www.ksta.de/panorama/mehr-als-120-km-h-zu-schnell-deutschem-raser-droht-gefaengnisstrafe-in-der-schweiz-32024216	https://www.ksta.de/image/28112248/2x1/300/150/c39927cd46e5bdbc7459ff76fa96cd1a/vS/14912800584682c1.jpg	126166		Deutschem Raser droht Gefängnisstrafe in der Schweiz	Mehr als 120 Stundenkilometer zu schnell ist ein Deutscher in der Schweiz mit seinem Auto in eine Polizeikontrolle geraten. Der 34-Jährige raste mit 249 Kilometern in der Stunde über eine Autobahn mit Tempolimit 120, wie ein Polizeisprecher am Montag sagt	66	0	0	28112248c39927cd46e5bdbc7459ff76fa96cd1avS.jpg
514243431	125529	https://www.ksta.de/sport/obduktionsergebnis-emiliano-sala-ist-nicht-ertrunken-32024214	https://www.ksta.de/image/32024254/2x1/300/150/fae3c9b217f2bee6c4eec3c977e1e78d/mI/sala-leichnam-guernsey.jpg	126168		Emiliano Sala ist nicht ertrunken	Der argentinische Fußballprofi Emiliano Sala ist bei dem Flugzeugabsturz über dem Ärmelkanal an Kopf- und Rumpfverletzungen gestorben. Das ist das Ergebnis der Obduktion, das am Montag im englischen Bournemouth veröffentlicht wurde.Der 28-Jährige wollte v	2102	95611	661	32024254fae3c9b217f2bee6c4eec3c977e1e78dmI.jpg
514245542	125533	https://www.ksta.de/region/leverkusen/stadt-leverkusen/energiepreise-in--leverkusen-stromkunden-der-evl-muessen-ab-april-2019--mehr-bezahlen-32024356	https://www.ksta.de/image/31336526/2x1/300/150/a81e1a3ea755a9a33e96d050252fb2dd/wG/leverkusen-evl-alf-4574.jpg	126172		Stromkunden der EVL müssen ab April 2019 mehr bezahlen	Die Energieversorgung Leverkusen (EVL) erhöht ihre Preise. Vom 1. April an zahlt der durchschnittliche EVL-Stromkunde im Monat rund 3,50 Euro mehr.Das entspricht einem Preisanstieg von fünf Prozent. Grund sind laut EVL-Geschäftsführer Thomas Eimermacher s	38	0	0	31336526a81e1a3ea755a9a33e96d050252fb2ddwG.jpg
514246158	125534	https://www.ksta.de/wirtschaft/fachkraeftemangel-in-der-it-in-deutschland-sind-rund-82-000-stellen-unbesetzt-32017458	https://www.ksta.de/image/32017572/2x1/300/150/909393c40c3acfc41d1b1d1722761f4b/If/symbolbild-tastatur.jpg	126173		In Deutschland sind rund 82.000 Stellen unbesetzt	Im Jahr 2019 sind weite Teile des Lebens digitalisiert: Kleidung, Filme oder Lebensmittel online zu kaufen ist ein Klacks. Ganze Häuser können mit Hilfe von 3-D-Modellen eingerichtet werden, ohne auch nur ein Möbelstück analog auszumessen. Telefoniert wir	144	1	0	32017572909393c40c3acfc41d1b1d1722761f4bIf.jpg
514247061	125535	https://www.ksta.de/sport/1-fc-koeln/1--fc-koeln--hoeger-zurueck-im-training--32024466	https://www.ksta.de/image/32024526/2x1/300/150/2d24717c45368a1145ebcc637d946bd4/Kq/marcohoeger.jpg	126174		Höger zurück im Training	Es sah schon fast etwas putzig aus, in welchem Outfit Marco Höger am Montagnachmittag den Platz am Geißbockheim betrat. Rechts bedeckte eine lange Hose sein Bein, links hatte er eine kurze Hose gewählt. Der Vize-Kapitän hatte sich zu Beginn des Jahres ein	41	0	0	320245262d24717c45368a1145ebcc637d946bd4Kq.jpg
514247615	125536	https://www.ksta.de/region/oberberg-ks/engelskirchener-band-neues-video-von--the-hoeoesch--wird-geklickt-wie-jeck-32024536	https://www.ksta.de/image/32024534/2x1/300/150/ae67a6f57ce4784377a502835267124e/wU/71-143792335--null--11-02-2019-17-42-21-283-.jpg	126175		Neues Video von „The Höösch“ wird geklickt wie jeck	Voll war es, als die Engelskirchener Band The Höösch am Freitag ihr Video zum Lied „Bützje, Bützje“ im Hardter Hof uraufführte. Dass die Musiker mit dem Lied – und dem Clip – offenbar einen Nerv getroffen haben, zeigte sich schon an diesem Abend. Die Anza	14	0	0	32024534ae67a6f57ce4784377a502835267124ewU.jpg
514249318	125538	https://www.ksta.de/region/rhein-sieg-bonn/troisdorf/attacke-mit-steakmesser-in-troisdorf-fluechtling-erinnert-sich-nicht-an-versuchten-mord-32024510	https://www.ksta.de/image/32024508/2x1/300/150/87acc269f3439429208fe588f1433b5c/fS/71-143802509--null--11-02-2019-17-34-09-546-.jpg	126177		Flüchtling erinnert sich nicht an versuchten Mord	Sein Sohn war gerade zwei Monate alt, als er am Morgen des 7. Juli 2018 von Königswinter nach Troisdorf zur Arbeit fuhr, wie jeden Tag. Was dann passierte, daran könne er sich nicht mehr erinnern, sagte der 24-jährige Kriegsflüchtling. Erst im Krankenhaus	166	0	0	3202450887acc269f3439429208fe588f1433b5cfS.jpg
514250107	125540	https://www.ksta.de/wirtschaft/wahlkampf-am-bosporus-tuerkischer-staat-wird-zum-gemuesehaendler-32024512	https://www.ksta.de/image/32024554/2x1/300/150/54f587db88f336e9caed456741f12f08/aQ/gemuese.jpg	126179		Türkischer Staat wird zum Gemüsehändler	Angesichts der schnell steigenden Lebensmittelpreise in der Türkei hat die Regierung damit begonnen, billiges Gemüse direkt an die Bürger zu verkaufen. Im Fernsehen waren am Montag lange Schlangen an in Innenstädten aufgestellten Zelten zu sehen.CNN Türk	7	0	0	3202455454f587db88f336e9caed456741f12f08aQ.jpg
514251180	125541	https://www.ksta.de/koeln/ehrenfeld/mehrere-unfaelle-mann-liefert-sich-verfolgungsjagd-durch-ehrenfeld-mit-der-polizei-32024564	https://www.ksta.de/image/31998414/2x1/300/150/7c42ff8ede9bc9e62af22eee9fa9be98/Gt/polizei-einsatzwagen--1-.jpg	126180		Mann liefert sich Verfolgungsjagd durch Ehrenfeld mit der Polizei	Ein 28-jähriger, mit Haftbefehl gesuchter Pulheimer hat sich am Sonntagmorgen eine Verfolgungsjagd mit der Polizei in Ehrenfeld geliefert. Auf seiner Flucht verursachte der Mann, der ohne Führerschein und mit gestohlenen Kennzeichen unterwegs war, mehrere	397	0	0	319984147c42ff8ede9bc9e62af22eee9fa9be98Gt.jpg
514251742	125542	https://www.ksta.de/koeln/karneval-in-koeln/karneval-in-koeln-hinter-den-kulissen-des-stunks-32023882	https://www.ksta.de/image/32023854/2x1/300/150/17bf5301176a018af6d79d28c7810709/iQ/71-143720832--null--11-02-2019-16-29-30-381-.jpg	126181		Hinter den Kulissen des Stunks	Ein Blick hinter die Kulissen der Mutter aller alternativer Karnevalssitzungen:17.30 UhrDie Stunksitzung gibt es im 36. Jahr. Seit dem Start 1984 gilt das Prinzip: Wir machen alles selbst, was selbst zu machen ist. Und deshalb gehen jetzt, eine Stunde vor	339	0	0	3202385417bf5301176a018af6d79d28c7810709iQ.jpg
514252057	125544	https://www.ksta.de/region/oberberg-ks/nachbarschafts-streit-vor-gericht-mit-wasserpistole-voll-buttersaeure-gespritzt--32024584	https://www.ksta.de/image/25010416/2x1/300/150/3a7bb28968de6090351a98b0f6b714a0/hw/justitia-vor-blauem-himmel--1-.jpg	126183		Mit Wasserpistole voll Buttersäure gespritzt?	Im Strafprozess gegen eine 56-jährige Reichshoferin konnte das Amtsgericht Waldbröl am Montag noch kein Urteil sprechen. Die Beweisaufnahme ist noch nicht abgeschlossen, und es müssen Zeugen gehört werden.Die Anklage der Staatsanwaltschaft lautete auf kör	7	0	0	250104163a7bb28968de6090351a98b0f6b714a0hw.jpg
514254007	125545	https://www.ksta.de/region/oberberg-ks/konzert-in-waldbroel-posaunenchor-wirtenbach-mit-filmmusik-vom-feinsten-32024812	https://www.ksta.de/image/32024810/2x1/300/150/42032d3468db965bdc65c107d1302ae4/BN/71-143781327--null--11-02-2019-18-24-00-383-.jpg	126184		Posaunenchor Wirtenbach mit Filmmusik vom Feinsten	Mit „Assurance“, einem warmen und sensiblen Bandarrangement der beliebten Choral Music von John Ness Beck, startete der Posaunenchor Wirtenbach sein hochkarätiges Blechbläserkonzert. „Sie werden staunen. Bei diesem Konzert unter dem Motto ,Sound of Movie’	8	0	0	3202481042032d3468db965bdc65c107d1302ae4BN.jpg
514254710	125547	https://www.ksta.de/kultur/interview-mit-heinrich-breloer--brecht-kannte-die-todesangst--32024730	https://www.ksta.de/image/32024744/2x1/300/150/78faa514bb0ba5fc5689b3e4e1b7fc08/KG/szene-aus-brechtfilm.jpg	126186		„Brecht kannte die Todesangst“	Herr Breloer, es gibt zwei Gegenstände, die sich durch ihren Film ziehen. Das Erste ist die Schublade, in die Brecht wichtige Dinge legt, verbotene Sätze, Geheimnisse. Hat es die Schublade gegeben?Ich glaube schon. Peter Voigt, sein Assistent, bekam eine	41	0	0	3202474478faa514bb0ba5fc5689b3e4e1b7fc08KG.jpg
514255363	125548	https://www.ksta.de/region/oberberg-ks/raumnot-an-der-kgs-agathaberg--moderner-unterricht-ist-so-nicht-moeglich--32024660	https://www.ksta.de/image/32024652/2x1/300/150/855bbebf4fa2a419524cf0ee9c2ea3dd/tX/grundschule-in-agathaberg.jpg	126187		„Moderner Unterricht ist so nicht möglich“	Die Katholische Grundschule (KGS) Agathaberg ist in die Jahre gekommen. „Moderner Unterricht ist nicht möglich, massive Investitionen sind nötig. Es gibt viele bauliche Mängel, hier muss dringend etwas getan werden.“ So lautet das Urteil von Ulrike Lexis	2	0	0	32024652855bbebf4fa2a419524cf0ee9c2ea3ddtX.jpg
514255395	125549	https://www.ksta.de/region/oberberg-ks/tolles-treffen-der-tollitaeten-kv-rot-weiss-fenke-feiert-naerrisches-jubilaeum-32024644	https://www.ksta.de/image/32024638/2x1/300/150/7de120748916507c42f4a39399e9ea50/aC/71-143808652--null--11-02-2019-18-04-46-887-.jpg	126188		KV Rot-Weiß Fenke feiert närrisches Jubiläum	Von eins bis acht zählen die Mädchen von Fenke aus der Tanzgruppe des SV Frielingsdorf und heben abwechselnd den linken und rechten Arm über den Kopf. Dann drehen sie sich um die eigene Achse oder schwingen ihre angewinkelten Beine in die Luft. In diesem	5	0	0	320246387de120748916507c42f4a39399e9ea50aC.jpg
514255689	125550	https://www.ksta.de/region/oberberg-ks/debatte-im-ausschuss-buecherei-fusion-mit-hueckeswagen-ist-wohl-vom-tisch-32024882	https://www.ksta.de/image/23575836/2x1/300/150/68dd520485d21de252bb01031e2a6082/ph/dpa-buecher-buecherregal-lesen.jpg	126189		Bücherei-Fusion mit Hückeswagen ist wohl vom Tisch	Die angedachte Fusion der beiden Stadtbüchereien Wipperfürth und Hückeswagen kommt vermutlich nicht. Der Ausschuss für Schule, Sport und Kultur in Hückeswagen diskutierte über die Möglichkeiten der Zusammenarbeit zwischen den beiden Büchereien. Ein Gutach	2	0	0	2357583668dd520485d21de252bb01031e2a6082ph.jpg
